geneID	SRR7652568	SRR7652563	healthy.AVG
Solyc02g023970.3.1	6.45	6.63	6.63
Solyc07g026770.3.1	5.78	6.06	6.04
Solyc03g123440.3.1	4.42	4.46	4.07
Solyc09g075450.3.1	4.96	4.78	5.91
Solyc09g042780.3.1	3.65	3.59	2.99
Solyc11g044340.2.1	5.21	5.17	4.87
Solyc06g071725.1.1	0.7	1.02	1
Solyc01g088730.3.1	4.05	4.03	4.01
Solyc06g005813.1.1	6.48	6.64	6.82
Solyc09g074340.3.1	1.69	1.13	0.65
Solyc03g007440.3.1	4.29	4.43	3.96
Solyc01g106020.3.1	4.36	4.34	4.3
Solyc08g007520.3.1	3.03	2.82	3.3
Solyc11g069340.2.1	5.65	5.54	5.64
Solyc09g090030.2.1	2.61	2.38	2.73
Solyc06g034080.3.1	1.23	1.58	1.43
Solyc01g058735.1.1	3.06	3.29	2.72
Solyc12g013920.2.1	3.49	3.66	3.05
Solyc01g107290.3.1	4.53	3.9	4.14
Solyc05g006700.3.1	0.97	1.61	2.28
Solyc01g111970.3.1	4.22	4.03	4.05
Solyc03g098420.3.1	2.47	2.66	2.31
Solyc01g080760.3.1	3.87	3.97	4.23
Solyc03g007090.1.1	1.47	1.25	1.12
Solyc01g096130.3.1	4.72	4.86	4.27
Solyc02g088920.3.1	3.15	2.73	3.27
Solyc01g059830.3.1	5.04	5.13	5.18
Solyc03g110905.1.1	2.42	2.35	2.11
Solyc03g046450.3.1	6.49	6.17	6.28
Solyc07g064800.3.1	5.3	5.62	6
Solyc11g006770.2.1	6.6	6.47	6.14
Solyc10g008990.3.1	4.72	4.64	4.61
Solyc01g100450.1.1	1.99	1.96	1.74
Solyc02g081580.3.1	5.52	5.54	5.02
Solyc01g103850.3.1	3.4	3.41	3.14
Solyc06g009390.3.1	2.84	2.93	2.88
Solyc08g015620.3.1	5.17	5.03	5.77
Solyc09g082650.3.1	8.43	9.03	7.74
Solyc10g005640.3.1	5.48	5.44	4.67
Solyc12g096320.2.1	3.45	2.96	3.73
Solyc06g069500.3.1	5.75	5.8	5.57
Solyc07g021180.2.1	1.52	1.25	1.37
Solyc02g092650.3.1	2.19	2.38	2.08
Solyc11g061770.2.1	4.93	4.75	5.18
Solyc02g079010.3.1	2.84	1.93	3.01
Solyc11g072390.2.1	4.26	4.35	4.44
Solyc08g014080.3.1	3.02	3.36	3.35
Solyc05g008805.1.1	3.79	3.53	4.22
Solyc06g009055.1.1	4.91	4.96	4.81
Solyc07g041200.3.1	4.51	4.7	4.62
Solyc02g032100.3.1	2.42	2.33	2.81
Solyc09g005920.3.1	3.59	3.9	3.62
Solyc10g078150.2.1	5.78	5.92	6.13
Solyc04g078145.1.1	3.13	3.44	3.68
Solyc11g012280.2.1	5.29	5.34	6.09
Solyc05g055890.3.1	2.62	2.67	2.66
Solyc02g069950.3.1	5.13	5.5	5.13
Solyc03g007595.1.1	3.79	3.31	3.86
Solyc06g043260.2.1	0.11	-0.19	0.85
Solyc07g026675.1.1	4.75	4.49	4.21
Solyc01g068263.1.1	1.45	1.2	1.5
Solyc03g122180.3.1	5.06	4.98	5.22
Solyc02g076730.2.1	1.89	3.07	3
Solyc03g025930.3.1	2.16	2.1	1.51
Solyc07g041150.3.1	6.37	6.16	6.22
Solyc01g112150.3.1	5.21	5.5	5.49
Solyc11g008560.2.1	3.43	3.42	3.15
Solyc08g007740.2.1	1.36	1.5	0.53
Solyc10g079405.1.1	1.53	1.6	0.34
Solyc05g051180.2.1	-3.51	-2.95	0.39
Solyc02g094330.3.1	3.09	2.76	2.99
Solyc07g005880.3.1	5.41	5.62	5.75
Solyc05g025500.3.1	3.79	4.06	4.36
Solyc10g049850.2.1	6.28	6.41	6.19
Solyc08g029230.3.1	3.4	3.44	3.24
Solyc07g047640.2.1	1.2	1.42	1.1
Solyc04g076880.3.1	5.99	5.86	6.92
Solyc05g050390.3.1	5.74	5.7	5.46
Solyc02g093080.3.1	6.56	6.33	6.31
Solyc09g018490.3.1	0.87	0.96	1.34
Solyc04g049620.2.1	3.16	3.32	2.74
Solyc02g082800.3.1	7.01	7.19	7.07
Solyc08g029090.3.1	2.37	2.31	1.7
Solyc02g072510.3.1	4.09	4.12	4.21
Solyc02g084430.3.1	0.15	0.5	0.19
Solyc02g083140.3.1	4.91	4.68	5.54
Solyc01g080940.3.1	4.42	4.48	4.06
Solyc09g007980.1.1	-1.56	0.32	-0.59
Solyc09g014400.3.1	4.38	4.49	4.29
Solyc12g070080.2.1	3.11	3.17	1.57
Solyc01g057850.3.1	4.86	5.06	4.63
Solyc01g049880.3.1	2.06	1.42	1.47
Solyc05g024240.3.1	5.41	5.55	5.1
Solyc08g078990.2.1	2.43	2.62	2.56
Solyc08g067970.3.1	4.3	4.56	4.19
Solyc05g012900.3.1	3.95	3.67	4.39
Solyc02g084700.3.1	6.91	6.86	6.56
Solyc01g104300.3.1	5.32	5.54	4.7
Solyc02g083340.3.1	2.95	2.76	3.39
Solyc08g061270.1.1	2.94	2.29	5.33
Solyc02g063050.3.1	4.85	4.86	4.45
Solyc11g066410.2.1	6.81	6.35	7.96
Solyc01g087320.3.1	3.98	4.1	3.47
Solyc01g106450.3.1	5.14	5.01	5.67
Solyc03g083615.1.1	6.55	6.66	5.86
Solyc04g082320.3.1	4.94	5.01	5.07
Solyc06g066320.3.1	7.01	7.13	7.06
Solyc12g095860.2.1	6.16	6	5.89
Solyc01g103040.3.1	4.39	4.73	4.26
Solyc12g014480.2.1	3.19	3.22	1.74
Solyc01g090430.3.1	5.41	5.29	5.3
Solyc11g008680.2.1	1.54	1.22	1.86
Solyc12g056240.2.1	6.19	6.3	6.07
Solyc04g051470.1.1	1.45	1.98	1.47
Solyc05g050770.3.1	4.01	3.48	4.16
Solyc06g062980.3.1	2.29	2.78	3.01
Solyc04g064740.3.1	2.76	2.97	2.83
Solyc05g007050.3.1	4.85	4.89	4.9
Solyc10g077120.2.1	10.33	10.04	10.56
Solyc08g008273.1.1	0.67	0.5	1.7
Solyc01g090460.3.1	2.06	2.09	0.74
Solyc04g082070.3.1	4.18	4.33	4
Solyc03g081320.3.1	6.09	5.9	6.38
Solyc04g007710.3.1	6.1	6.05	6
Solyc05g052180.3.1	2.27	2.71	2.65
Solyc10g052790.1.1	0.45	1.3	0.89
Solyc04g072785.1.1	0.16	0.92	0.46
Solyc05g041200.3.1	7.32	7.15	6.28
Solyc06g069180.3.1	5.23	5.38	5.21
Solyc01g098230.3.1	4.23	4.04	4.34
Solyc06g053430.3.1	4.95	5.01	4.94
Solyc01g090850.3.1	4	4.09	3.86
Solyc02g071830.2.1	3.57	3.01	2.54
Solyc09g065270.3.1	7.33	7.11	7.91
Solyc07g008107.1.1	-0.43	0.36	0.71
Solyc07g062450.3.1	3.17	2.87	3.34
Solyc10g086280.2.1	6.12	5.91	5.45
Solyc02g079390.3.1	3.07	2.76	3.17
Solyc08g075520.3.1	6.71	6.43	6.21
Solyc12g035710.2.1	0.32	1.13	-0.63
Solyc07g064690.1.1	3.15	3.12	4.31
Solyc02g067050.3.1	7.48	6.71	7.86
Solyc07g025230.2.1	2.7	2.88	3.24
Solyc09g042250.1.1	2.85	2.55	2.34
Solyc04g071470.3.1	4.23	4.25	3.98
Solyc01g009245.1.1	3.9	3.61	4.34
Solyc12g005720.1.1	1.64	0.9	1.31
Solyc06g068770.3.1	3.69	3.49	3.57
Solyc03g096220.3.1	2.66	2.53	2.23
Solyc03g083470.3.1	2.08	1.68	3.17
Solyc09g015155.1.1	5.81	6.06	6.02
Solyc11g066830.2.1	6.05	5.97	5.49
Solyc12g042760.1.1	1.37	0.83	0.92
Solyc03g123610.3.1	6.82	6.95	7.5
Solyc09g072620.3.1	5.02	5.16	5.37
Solyc09g009650.3.1	4.05	4.3	4.99
Solyc06g083690.3.1	6.32	6.32	6.84
Solyc04g009060.3.1	5.14	5.23	4.81
Solyc08g006320.3.1	6.03	5.87	5.65
Solyc06g082890.3.1	3.33	3.48	3.22
Solyc02g032450.3.1	5.02	4.99	4.68
Solyc09g091990.3.1	4.53	4.64	4.15
Solyc03g007220.3.1	4.91	4.84	5.64
Solyc02g068240.3.1	5	5.06	4.28
Solyc07g055850.3.1	2.05	2.21	1.88
Solyc07g053870.3.1	4.07	3.96	3.81
Solyc07g017860.3.1	3.38	3.46	3.77
Solyc03g096460.3.1	3.22	2.73	4.34
Solyc03g120440.2.1	7.55	7.04	8.11
Solyc10g084290.2.1	1.47	1.21	1.76
Solyc05g010660.3.1	8.29	8.42	8.61
Solyc05g008565.1.1	1.92	1.63	1.8
Solyc11g009030.1.1	2.95	2.83	3.12
Solyc06g060250.3.1	6.52	6.43	6.54
Solyc06g066610.3.1	5.85	5.69	5.85
Solyc06g054260.1.1	10.27	10.15	10.44
Solyc06g084270.3.1	5.66	5.59	5.48
Solyc09g005750.3.1	4.43	4.11	4.35
Solyc09g008760.1.1	1.9	2.98	5.19
Solyc07g054315.1.1	-0.04	0.57	1.48
Solyc07g007360.2.1	4.18	4.48	4.31
Solyc06g036420.2.1	0.17	-0.31	0.02
Solyc03g094030.3.1	2.92	2.81	2.85
Solyc10g079350.2.1	2.28	1.29	2.46
Solyc06g008450.3.1	2.95	3.01	3.26
Solyc02g068070.3.1	1.27	1.02	1.6
Solyc01g089840.2.1	-2.94	-3.51	0.58
Solyc02g069140.2.1	5.36	4.86	5.29
Solyc03g007600.3.1	5.77	5.51	5.77
Solyc10g007660.3.1	2.08	1.78	2.4
Solyc05g007820.3.1	4.79	4.81	4.66
Solyc02g092730.3.1	2.16	2.26	2.36
Solyc02g068150.3.1	4.04	4.3	4.54
Solyc03g063880.3.1	5.18	5.19	5.13
Solyc01g109650.3.1	2.91	2.77	3.34
Solyc09g058990.3.1	4.18	4.38	4.23
Solyc04g008910.2.1	0.77	0.19	0.78
Solyc05g006510.1.1	3.02	3.31	4.39
Solyc08g066160.3.1	4.25	4.06	4.05
Solyc01g107470.3.1	2.74	3.07	3.16
Solyc05g014370.3.1	2.29	2.45	2.15
Solyc09g010500.3.1	5.72	5.86	5.51
Solyc05g008060.3.1	6.83	6.84	7.19
Solyc03g026240.3.1	3.94	4.23	3.99
Solyc10g078680.2.1	2.04	2.34	2.66
Solyc12g007130.2.1	3.39	3.15	3.37
Solyc03g095860.3.1	4.02	3.47	4.94
Solyc01g096475.1.1	4.24	4.2	4.79
Solyc12g044630.2.1	0.56	1.14	1.25
Solyc02g080400.2.1	1.71	0.83	2.59
Solyc05g042055.1.1	2.7	3.22	3.09
Solyc08g076130.3.1	3.82	3.64	3.72
Solyc03g098740.1.1	-0.03	1.01	1.58
Solyc02g036310.3.1	1.74	1.11	0.53
Solyc07g007020.3.1	2.12	2.22	3.31
Solyc09g090200.3.1	6.71	6.79	6.61
Solyc01g095590.3.1	5.58	5.64	5.51
Solyc03g118240.3.1	7.77	7.52	8.25
Solyc11g064950.2.1	3.27	3.29	3.12
Solyc08g016090.3.1	4.56	4.65	4.38
Solyc09g008450.3.1	2.79	3.1	2.9
Solyc08g061960.3.1	7.34	7.6	7.84
Solyc04g014600.3.1	-0.32	0.81	0.57
Solyc03g097070.3.1	6.75	6.8	6.47
Solyc03g117675.1.1	3.4	2.77	3.5
Solyc05g052570.3.1	7.67	7.13	7.52
Solyc05g024260.3.1	5.86	5.44	4.3
Solyc04g008710.3.1	5.59	5.58	6.59
Solyc11g071535.1.1	1.22	0.94	0.86
Solyc01g009970.3.1	5.6	5.54	6.01
Solyc01g067600.3.1	5.9	5.8	5.68
Solyc06g051210.3.1	4.59	4.7	4.43
Solyc01g111060.3.1	6.18	6.48	5.85
Solyc04g056320.2.1	4.33	4.52	4.03
Solyc01g067590.3.1	5.07	5.17	5.13
Solyc10g006330.3.1	6.77	6.55	7.24
Solyc07g043400.1.1	7.73	7.94	7.03
Solyc01g067255.1.1	1.59	1.03	0.97
Solyc01g098455.1.1	2.22	2.1	2.18
Solyc03g121850.3.1	3.37	3.66	2.65
Solyc03g116870.3.1	8.13	7.65	8.55
Solyc06g018100.3.1	5.97	6.29	5.34
Solyc08g007510.3.1	2.16	2.51	2.06
Solyc08g013900.3.1	1.03	1.57	1.62
Solyc06g075550.3.1	1.72	2.29	1.3
Solyc01g099560.3.1	0.98	1.49	2
Solyc09g014450.3.1	3.96	4.11	2.35
Solyc08g066730.3.1	4.98	4.99	4.46
Solyc03g121900.1.1	0.25	-1.92	1.59
Solyc09g066150.1.1	2.35	1.5	3.53
Solyc08g078460.3.1	0.42	2.68	2.66
Solyc04g074880.3.1	3.54	3.78	3.88
Solyc06g051450.2.1	2.21	2.29	2.26
Solyc01g067690.3.1	0.34	0.69	0.69
Solyc10g007690.3.1	10.77	10.67	10.9
Solyc07g005320.3.1	6.46	6.39	6.15
Solyc03g122140.3.1	1.43	0.64	0.39
Solyc11g013440.2.1	5.07	5.03	5.22
Solyc07g056660.3.1	6.45	6.45	6.36
Solyc08g007320.3.1	3.98	4.01	4.32
Solyc07g064150.3.1	8.21	8.26	7.83
Solyc08g079230.1.1	0.67	-1.36	4.41
Solyc11g013450.2.1	2.09	1.57	2.79
Solyc10g080220.2.1	2.23	2.81	2.12
Solyc09g074060.3.1	5.67	5.74	5.93
Solyc02g064800.3.1	5.8	5.43	6.11
Solyc07g006130.2.1	3.79	3.84	2.71
Solyc02g081970.3.1	6.49	6.28	5.66
Solyc09g061760.1.1	-0.26	0.79	0.05
Solyc01g086895.1.1	3.96	3.59	3.44
Solyc11g005810.2.1	4.67	4.87	5.09
Solyc07g006145.1.1	4.67	4.42	3.76
Solyc02g083510.3.1	1.44	1.32	1.67
Solyc09g075750.1.1	1.76	2.18	3.33
Solyc06g076650.3.1	2.2	2.36	2.29
Solyc08g015660.3.1	4.39	4.2	4.58
Solyc06g071630.2.1	2.66	2.45	2.44
Solyc04g072800.3.1	2.11	2.81	1.49
Solyc09g010770.3.1	2.47	2.43	2.45
Solyc04g007660.1.1	3.26	3.56	3.72
Solyc01g103160.3.1	4.13	4.3	4.62
Solyc04g071085.1.1	8.27	8.02	10.9
Solyc06g082120.3.1	4.76	4.92	5.34
Solyc07g063530.3.1	5.54	5.47	5.29
Solyc08g075910.1.1	3.95	3.69	3.56
Solyc11g005220.2.1	5.22	5.29	5.26
Solyc05g055185.1.1	3.82	2.75	4.18
Solyc01g104350.3.1	4.37	4.29	3.76
Solyc09g011240.3.1	4.58	4.57	4.94
Solyc03g119140.3.1	7.37	7.01	8.01
Solyc04g058090.3.1	5.16	5.43	5.32
Solyc12g088720.2.1	8.62	8.71	8.94
Solyc02g068530.3.1	4.69	5.02	5.16
Solyc07g019440.3.1	6.11	6.19	5.47
Solyc05g052830.3.1	2.09	2.46	1.91
Solyc07g043590.3.1	5.96	6.3	5.31
Solyc01g110350.2.1	0.85	1.17	1.79
Solyc01g105920.3.1	1.99	2.74	3.18
Solyc04g005490.3.1	5.1	5.1	5
Solyc03g083050.3.1	0.23	0.35	0.72
Solyc10g007460.3.1	1.94	2.39	1.5
Solyc03g114680.3.1	0.42	0.9	1.84
Solyc05g015520.3.1	3.84	3.87	3.65
Solyc08g007770.3.1	6.06	5.95	5.48
Solyc08g068017.1.1	0.6	0.57	0.27
Solyc12g007000.2.1	5.15	5.05	4.42
Solyc07g005640.3.1	3.09	3.27	2.99
Solyc06g072277.1.1	3.11	3.15	2.92
Solyc06g072610.3.1	4.33	4.51	4.63
Solyc10g074950.2.1	1.61	1.72	1.99
Solyc12g088810.2.1	3.26	3.43	3.3
Solyc02g070760.3.1	4.86	4.64	4.93
Solyc09g015170.3.1	3.08	3.33	3.21
Solyc10g076740.2.1	4.64	4.77	4.55
Solyc08g075690.3.1	6.85	7.05	6.97
Solyc11g068480.2.1	1.76	2.04	2.18
Solyc03g121260.3.1	5.32	5.11	5.55
Solyc03g096360.3.1	6.58	6.78	7.38
Solyc01g087420.3.1	5.15	4.69	4.66
Solyc03g097060.3.1	4.49	4.71	4.47
Solyc03g093990.3.1	4.53	4.34	4.13
Solyc06g062920.3.1	1.06	0.83	2.28
Solyc10g044670.2.1	6.21	6.35	6.05
Solyc09g091565.1.1	0.17	1.2	-0.55
Solyc04g008295.1.1	4.88	4.62	4.35
Solyc11g006465.1.1	7.28	7.26	6.23
Solyc12g005760.2.1	4.18	4.18	4.12
Solyc03g115140.3.1	3.13	3.08	3.2
Solyc08g081120.3.1	2.57	2.94	2.99
Solyc06g073930.3.1	3.59	3.52	3.86
Solyc04g064650.1.1	0.7	0.24	0.81
Solyc11g010940.2.1	1.82	1.48	1.39
Solyc07g007560.3.1	5	5.13	4.99
Solyc08g059760.3.1	5.36	4.99	5.7
Solyc03g123370.3.1	7.45	7.46	6.58
Solyc05g014320.3.1	2.59	2.29	2.89
Solyc11g068710.2.1	2.35	2.35	3.78
Solyc08g079010.1.1	2.42	1.9	2.47
Solyc03g034417.1.1	3.88	4.14	4.32
Solyc08g014370.1.1	3.44	3.83	3.56
Solyc05g052710.3.1	6.62	6.24	7.4
Solyc05g046130.3.1	0.86	1.17	1.44
Solyc02g084380.3.1	2.65	2.88	2.17
Solyc01g008890.3.1	4.13	3.95	3.93
Solyc12g096020.2.1	6.75	6.77	6.33
Solyc01g087090.3.1	3.95	3.59	3.83
Solyc04g071730.3.1	4.01	3.84	3.95
Solyc01g005100.3.1	4.47	4.49	3.64
Solyc07g041340.2.1	1.79	2.12	2.78
Solyc04g080925.1.1	2.08	1.96	-1.04
Solyc01g095540.3.1	3.09	3.21	3.25
Solyc03g115850.3.1	1.03	0.14	0.01
Solyc04g079780.3.1	6.82	6.48	7.84
Solyc03g118040.3.1	8.35	8.63	8.76
Solyc02g069910.2.1	4.19	3.5	5.04
Solyc07g007270.3.1	4.02	4.2	2.89
Solyc01g100030.3.1	2.58	2.39	3.38
Solyc03g098345.1.1	2.63	2.77	2.42
Solyc02g078550.3.1	5.8	5.65	5.57
Solyc09g064850.3.1	3.85	3.76	3.77
Solyc03g034190.3.1	4.02	4.05	4.82
Solyc02g080520.3.1	2.66	3.28	2.17
Solyc03g083730.1.1	1.2	-0.3	3.28
Solyc03g019840.3.1	1.5	1.75	1.12
Solyc01g109310.3.1	4.28	4.17	3.86
Solyc09g007470.1.1	1.18	0.65	0.88
Solyc02g076760.3.1	4.65	4.88	4.36
Solyc03g120140.3.1	4.74	4.71	4.63
Solyc09g016953.1.1	0.33	-0.1	0.35
Solyc06g065250.1.1	3.19	3.3	3.68
Solyc08g078030.3.1	-0.58	-1.23	1.28
Solyc02g087220.3.1	4.22	4.22	3.71
Solyc06g076460.3.1	4.53	4.61	4.49
Solyc11g069190.2.1	6.28	6.51	6.62
Solyc08g077290.1.1	2.99	3.01	3.54
Solyc10g005050.3.1	9.74	9.34	9.96
Solyc01g105330.3.1	3.46	3.57	2.62
Solyc07g007930.3.1	4.52	4.57	5.12
Solyc01g108600.3.1	8.88	8.99	8.77
Solyc04g007690.3.1	2.75	3.22	3.35
Solyc09g090430.3.1	6.85	6.8	6.77
Solyc01g057320.2.1	0.11	0.19	0.72
Solyc08g081220.1.1	5.11	4.81	4.85
Solyc01g008010.3.1	5.74	5.67	5.45
Solyc11g045240.2.1	3.75	3.48	3.38
Solyc02g081610.2.1	2.18	2.38	2.16
Solyc07g053320.3.1	4.61	4.31	4.65
Solyc07g063900.3.1	4.58	5.05	5.05
Solyc08g068085.1.1	2	2.18	2.09
Solyc08g061100.3.1	8.81	9.07	9.1
Solyc10g006580.3.1	6.87	7.01	7.56
Solyc03g111850.3.1	5.82	5.97	6.55
Solyc02g082160.2.1	0.11	-0.48	0.67
Solyc03g031800.3.1	2.31	3.04	3.7
Solyc01g102380.3.1	4.75	4.56	4.99
Solyc05g015220.3.1	5.42	5.46	5.37
Solyc08g008580.3.1	1.84	0.6	-0.1
Solyc06g068860.3.1	6.25	6.35	6.12
Solyc03g118280.1.1	3.36	3.7	3.54
Solyc01g111140.3.1	6.28	6.5	6.5
Solyc09g098240.3.1	6.24	6.5	6.69
Solyc05g054930.3.1	2.3	1.72	3.1
Solyc07g008530.1.1	4.55	4.5	5.18
Solyc06g067980.3.1	3.73	3.46	-1.71
Solyc04g063400.2.1	2.6	3.13	2.88
Solyc07g042740.3.1	3.97	3.72	3.58
Solyc05g013860.3.1	0.99	1.48	1.78
Solyc04g015270.3.1	6.28	6.34	7
Solyc11g010510.2.1	3.37	3.53	3.52
Solyc10g084940.2.1	4.03	4.05	4.19
Solyc12g038645.1.1	0.41	0.72	-0.12
Solyc06g084520.3.1	6.39	6.41	6.41
Solyc11g005840.2.1	0.96	-0.17	2.68
Solyc02g086940.3.1	2.83	3.46	3.48
Solyc02g082920.3.1	9.05	9.48	8.24
Solyc06g050900.3.1	3.52	3.56	4.39
Solyc11g066130.1.1	5.18	5.28	4.16
Solyc02g081170.3.1	8.17	8.25	6.57
Solyc07g055215.1.1	1.83	1.87	1.95
Solyc07g040950.3.1	6.76	6.56	6.89
Solyc01g105810.3.1	3.23	3.26	2.92
Solyc02g086050.3.1	3.65	4	3.8
Solyc05g012700.3.1	6.94	6.88	6.53
Solyc01g008977.1.1	2.01	2.58	1.73
Solyc05g041860.3.1	4.76	4.49	4.44
Solyc06g074980.3.1	8.47	8.43	8.1
Solyc03g097300.3.1	4.61	4.56	4.18
Solyc03g096000.3.1	6.39	6.48	6.62
Solyc04g078920.3.1	4.83	4.79	3.9
Solyc01g099970.3.1	5.27	5.14	6.31
Solyc01g111765.1.1	3.69	3.96	3.77
Solyc02g084020.3.1	4.18	4.24	3.99
Solyc04g064490.3.1	3.9	4.07	4.45
Solyc05g050850.3.1	0.62	1.56	1.35
Solyc12g006050.2.1	4.88	4.88	6.04
Solyc03g098440.3.1	6.44	6.07	6.21
Solyc09g064890.3.1	3.03	3.02	2.84
Solyc00g007010.3.1	4.38	4.31	3.9
Solyc03g113410.2.1	0.56	0.69	0.57
Solyc05g009300.1.1	4.96	4.74	5.54
Solyc10g083150.2.1	6.35	6.3	6.17
Solyc05g012190.3.1	3.7	3.37	3.46
Solyc01g103770.3.1	1.51	1.43	1.03
Solyc04g008850.1.1	2.89	2.87	3.38
Solyc12g026420.1.1	1.55	2.05	2.24
Solyc08g007340.3.1	6.86	6.8	6.54
Solyc01g005600.3.1	5.81	5.71	5.7
Solyc08g061890.3.1	1.56	1.08	0.36
Solyc05g051770.3.1	3.63	4.01	3.78
Solyc04g050930.3.1	7.21	6.79	7.22
Solyc10g079880.2.1	6.08	6.18	6.59
Solyc01g008490.3.1	2.91	2.87	2.03
Solyc01g109300.3.1	9.9	9.79	9.17
Solyc11g071790.2.1	5.47	5.66	5.79
Solyc02g094540.3.1	6.42	6.25	6.21
Solyc12g089195.1.1	1.55	1.06	0.84
Solyc01g086710.3.1	4.42	4.71	4.49
Solyc02g063450.3.1	11.19	11.28	10.73
Solyc12g005030.2.1	2.22	2.41	1.46
Solyc02g085740.3.1	3.83	3.85	3.37
Solyc04g015210.3.1	0.99	0.99	0.72
Solyc05g006620.3.1	5.31	5.33	4.67
Solyc08g048450.3.1	5.11	5.13	4.56
Solyc09g059040.3.1	6.4	6.52	6.42
Solyc03g120020.3.1	-0.59	-0.98	3.05
Solyc06g069410.3.1	4.54	4.21	5.5
Solyc01g073890.3.1	2.03	1.84	2.81
Solyc04g026210.3.1	0.33	0.76	0.55
Solyc03g119740.3.1	4.22	4.02	4.41
Solyc05g055450.3.1	4.87	5.17	5.26
Solyc09g018060.3.1	4.25	4.32	3.57
Solyc11g010340.2.1	0.77	1.05	0.54
Solyc09g011780.3.1	1.7	1.39	0.97
Solyc01g104700.3.1	5.33	5.39	5.54
Solyc07g039195.1.1	3.91	3.46	4.27
Solyc03g082885.1.1	2.53	2.82	2.49
Solyc11g044310.2.1	5.04	5.16	4.32
Solyc03g120630.3.1	6.67	6.44	7.39
Solyc02g063180.3.1	2.16	1.24	1.53
Solyc10g078177.1.1	0.04	0.42	0.52
Solyc09g082660.3.1	5.29	5.54	4.98
Solyc05g055640.3.1	4.62	5.08	5.79
Solyc02g093110.3.1	6.79	7.09	6.69
Solyc01g099120.3.1	2.39	2.31	2.66
Solyc11g044880.2.1	6.11	5.97	6.21
Solyc01g103800.3.1	5.67	5.88	6.49
Solyc09g075570.1.1	3.63	3.61	3.21
Solyc01g103020.3.1	5.6	5.57	5.2
Solyc02g078360.3.1	5.23	5.51	5.37
Solyc11g005150.2.1	2.4	1.72	3.56
Solyc05g052430.2.1	2.87	2.32	2.74
Solyc06g054070.3.1	1.45	1.47	1.82
Solyc10g009030.3.1	4.37	4.03	4.97
Solyc05g018700.3.1	5.81	6.08	4.88
Solyc11g067150.2.1	1.4	1.72	1.62
Solyc04g081570.3.1	8.78	8.86	9.03
Solyc04g082250.3.1	9.76	9.45	9.97
Solyc11g064750.2.1	3.51	2.8	3.8
Solyc04g074950.3.1	2.56	2.49	2.66
Solyc12g056550.1.1	3.5	3.53	3.84
Solyc05g052950.3.1	0.97	-0.05	0.32
Solyc03g031700.3.1	7.04	6.74	6.91
Solyc09g007500.3.1	3.85	4.36	4.13
Solyc02g065380.3.1	4.77	4.99	5.07
Solyc01g009100.3.1	5.13	5.56	6.26
Solyc02g092270.3.1	6.72	6.81	6.79
Solyc04g071870.1.1	4.67	4.63	4.29
Solyc09g091280.3.1	5.13	5.25	5.05
Solyc07g052970.3.1	2.73	2.21	2.83
Solyc02g071270.2.1	5.5	5.68	4.88
Solyc11g006420.2.1	2.93	3.27	3.94
Solyc03g115500.3.1	5.34	5.14	5.22
Solyc01g100700.3.1	3.88	4.08	4.36
Solyc08g060845.1.1	2.29	2.58	2.05
Solyc05g018600.3.1	2.75	2.95	2.75
Solyc08g078470.3.1	0.54	0.19	0.58
Solyc07g009150.3.1	6.32	5.94	6.25
Solyc02g063255.1.1	1.45	1.71	0.35
Solyc02g083760.3.1	4.62	4.71	4.74
Solyc01g111740.3.1	4.38	4.4	4.3
Solyc08g076170.1.1	1.36	2.14	1.67
Solyc03g112910.3.1	6.75	6.88	6.64
Solyc07g027025.1.1	1.7	2.18	1.76
Solyc05g010570.3.1	3.74	3.8	3.91
Solyc09g061380.3.1	4.12	4.18	3.8
Solyc10g018190.2.1	4.2	2.53	2.66
Solyc03g113480.1.1	0.73	1.01	0.77
Solyc04g054910.3.1	7.29	7.07	7.54
Solyc09g010913.1.1	2.59	2.35	2.16
Solyc11g062300.2.1	4.96	5.25	4.78
Solyc10g006310.3.1	3.3	3.49	3.48
Solyc01g104540.3.1	4.8	4.61	4.42
Solyc10g084040.2.1	5.1	5.17	5.5
Solyc06g007780.3.1	4.8	5.19	4.44
Solyc02g083790.3.1	0.28	-1.23	0.41
Solyc03g034375.1.1	5.9	6.33	5.88
Solyc08g076430.3.1	2.33	2.16	2.06
Solyc09g059620.3.1	2.25	2.48	2.35
Solyc08g006890.3.1	10.27	10.4	11.07
Solyc10g006540.3.1	5.56	5.31	5.4
Solyc06g060490.3.1	5.03	5.05	5.19
Solyc07g043240.3.1	4.8	4.23	3.89
Solyc05g025820.3.1	1.48	1.29	2.33
Solyc01g109680.3.1	1.25	1.19	2.88
Solyc01g068500.3.1	1.54	1.19	0.17
Solyc01g006490.3.1	3.88	3.96	3.81
Solyc06g048865.1.1	1.49	1.6	0.38
Solyc11g012190.2.1	2.67	2.69	2.58
Solyc12g020110.2.1	3.88	3.8	3.13
Solyc09g098140.3.1	4.63	4.92	4.91
Solyc01g010760.3.1	5.97	5.81	5.42
Solyc12g094510.2.1	2.05	2.07	2.32
Solyc06g060350.3.1	4.26	4.27	4.13
Solyc10g006510.3.1	4.16	4.3	3.8
Solyc05g053540.3.1	4.34	4.71	5.12
Solyc07g006540.3.1	6.6	6.51	6.74
Solyc07g043170.3.1	2.92	2.39	3.53
Solyc01g094530.3.1	4.71	4.76	3.94
